month,year,trap,nummosquitos,wnvpresent,latitude,longitude,species
8,2007,T128,2268.0,9.0,41.704572,-87.56566600000002,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX SALINARIUS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS"
8,2007,T129,18.0,0.0,41.891126,-87.61156,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS"
8,2007,T135,853.0,6.0,41.662014,-87.72460799999998,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX SALINARIUS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS"
8,2007,T138,7381.0,15.0,41.72646500000001,-87.585413,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX RESTUANS, CULEX RESTUANS, CULEX RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX SALINARIUS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX TERRITANS"
8,2007,T141,15.0,0.0,41.961743,-87.76007,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS"
8,2007,T142,38.0,1.0,41.953067,-87.776792,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2007,T143,191.0,6.0,41.999129,-87.795585,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2007,T144,251.0,2.0,41.94016,-87.794896,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2007,T145,178.0,1.0,41.878114,-87.629798,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS"
8,2007,T146,41.0,0.0,41.958271,-87.702575,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2007,T147,16.0,0.0,41.932094,-87.700117,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2007,T148,20.0,0.0,42.01743,-87.68776899999996,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS"
8,2007,T149,5.0,0.0,41.994469,-87.667736,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS"
8,2007,T150,34.0,0.0,42.006858,-87.675919,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS"
8,2007,T151,198.0,1.0,41.916265,-87.800515,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2007,T152,33.0,1.0,41.846075,-87.716277,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2007,T153,136.0,0.0,41.907645,-87.760886,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2007,T154,158.0,2.0,41.918705,-87.752329,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS"
8,2007,T155,96.0,3.0,41.776156,-87.778927,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX SALINARIUS"
8,2007,T156,30.0,0.0,41.772846,-87.740029,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2007,T157,42.0,0.0,41.825902,-87.667827,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS"
8,2007,T158,556.0,1.0,41.682587,-87.707973,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2007,T159,223.0,2.0,41.732984,-87.649642,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX TERRITANS"
8,2007,T160,99.0,3.0,41.903002,-87.68826700000002,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2007,T161,80.0,0.0,41.719059,-87.675088,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS"
8,2007,T162,43.0,1.0,41.725517,-87.61425799999998,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2007,T200,612.0,1.0,41.678618,-87.559308,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX TERRITANS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX TERRITANS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX TERRITANS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX TERRITANS, CULEX TERRITANS"
8,2007,T206,38.0,0.0,41.737052,-87.54306700000002,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2007,T209,286.0,3.0,41.740641,-87.546587,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2007,T212,1105.0,2.0,41.680946,-87.535198,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX SALINARIUS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX SALINARIUS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS"
8,2007,T215,665.0,2.0,41.686398,-87.531635,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX TERRITANS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX SALINARIUS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX TERRITANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX SALINARIUS, CULEX TERRITANS"
8,2007,T218,93.0,0.0,41.948167,-87.730698,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2007,T219,26.0,0.0,41.966987,-87.674677,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS"
8,2007,T220,41.0,1.0,41.963976,-87.69181,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2007,T221,510.0,5.0,41.659112,-87.53869300000002,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS, CULEX SALINARIUS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2009,T002,34.0,0.0,41.95469,-87.800991,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS"
8,2009,T003,17.0,0.0,41.964242,-87.757639,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS"
8,2009,T008,2.0,0.0,42.008314,-87.77792099999998,CULEX PIPIENS/RESTUANS
8,2009,T009,59.0,1.0,41.99247800000001,-87.862995,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS"
8,2009,T011,102.0,1.0,41.944869,-87.832763,"CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS"
8,2009,T012,4.0,0.0,41.991429,-87.747113,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS"
8,2009,T013,17.0,0.0,41.923738,-87.785288,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS"
8,2009,T016,11.0,0.0,42.011601,-87.81150600000002,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS"
8,2009,T017,4.0,0.0,41.960616,-87.777189,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS"
8,2009,T028,11.0,0.0,41.986921,-87.689778,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS"
8,2009,T030,1.0,0.0,41.89923,-87.716788,CULEX RESTUANS
8,2009,T031,32.0,0.0,41.801498,-87.763416,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS"
8,2009,T033,22.0,0.0,41.906638,-87.701431,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS"
8,2009,T039,2.0,0.0,41.911824,-87.726737,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS"
8,2009,T043,8.0,0.0,41.857402,-87.694991,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS"
8,2009,T046,23.0,0.0,41.891118,-87.65449100000002,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS/RESTUANS, CULEX TERRITANS"
8,2009,T047,1.0,0.0,41.868142,-87.696269,CULEX PIPIENS/RESTUANS
8,2009,T048,66.0,0.0,41.867108,-87.654224,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS"
8,2009,T049,1.0,0.0,41.896282,-87.655232,CULEX RESTUANS
8,2009,T054,20.0,0.0,41.921965,-87.632085,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS"
8,2009,T061,2.0,0.0,41.801179,-87.679447,CULEX PIPIENS/RESTUANS
8,2009,T062,2.0,0.0,41.800737,-87.71188000000002,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS"
8,2009,T063,8.0,0.0,41.82561,-87.726549,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS"
8,2009,T065,3.0,0.0,41.778297,-87.752411,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS"
8,2009,T066,7.0,0.0,41.77166,-87.703047,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS/RESTUANS"
8,2009,T069,10.0,0.0,41.768388,-87.678649,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS"
8,2009,T073,52.0,0.0,41.773215,-87.60088,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS"
8,2009,T074,7.0,0.0,41.822536,-87.66634300000004,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS"
8,2009,T079,2.0,0.0,41.766202,-87.562889,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS"
8,2009,T080,6.0,0.0,41.754676,-87.612922,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS"
8,2009,T082,5.0,0.0,41.803423,-87.642984,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS"
8,2009,T083,3.0,0.0,41.754292,-87.590773,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS"
8,2009,T089,3.0,0.0,41.723195,-87.64997,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS"
8,2009,T090,54.0,1.0,41.868077,-87.666901,"CULEX PIPIENS/RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS"
8,2009,T094,50.0,0.0,41.720848,-87.666014,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS"
8,2009,T095,16.0,0.0,41.704336,-87.70373599999998,"CULEX PIPIENS/RESTUANS, CULEX RESTUANS, CULEX PIPIENS, CULEX PIPIENS/RESTUANS, CULEX PIPIENS/RESTUANS"
